zone,time_utc,psr_type,generation_MW
DK2,2025-01-01 00:00:00+00:00,B01,146.95
DK2,2025-01-01 01:00:00+00:00,B01,160.33
DK2,2025-01-01 02:00:00+00:00,B01,152.97
DK2,2025-01-01 03:00:00+00:00,B01,158.96
DK2,2025-01-01 04:00:00+00:00,B01,131.7
DK2,2025-01-01 05:00:00+00:00,B01,131.07
DK2,2025-01-01 06:00:00+00:00,B01,147.03
DK2,2025-01-01 07:00:00+00:00,B01,180.82
DK2,2025-01-01 08:00:00+00:00,B01,164.49
DK2,2025-01-01 09:00:00+00:00,B01,162.24
DK2,2025-01-01 10:00:00+00:00,B01,170.39
DK2,2025-01-01 11:00:00+00:00,B01,183.75
DK2,2025-01-01 12:00:00+00:00,B01,185.35
DK2,2025-01-01 13:00:00+00:00,B01,173.18
DK2,2025-01-01 14:00:00+00:00,B01,158.62
DK2,2025-01-01 15:00:00+00:00,B01,217.41
DK2,2025-01-01 16:00:00+00:00,B01,179.75
DK2,2025-01-01 17:00:00+00:00,B01,184.27
DK2,2025-01-01 18:00:00+00:00,B01,215.89
DK2,2025-01-01 19:00:00+00:00,B01,184.74
DK2,2025-01-01 20:00:00+00:00,B01,177.4
DK2,2025-01-01 21:00:00+00:00,B01,180.62
DK2,2025-01-01 22:00:00+00:00,B01,160.47
DK2,2025-01-01 23:00:00+00:00,B01,188.64
DK2,2025-01-02 00:00:00+00:00,B01,248.36
DK2,2025-01-02 01:00:00+00:00,B01,273.01
DK2,2025-01-02 02:00:00+00:00,B01,254.88
DK2,2025-01-02 03:00:00+00:00,B01,292.87
DK2,2025-01-02 04:00:00+00:00,B01,349.9
DK2,2025-01-02 05:00:00+00:00,B01,420.59
DK2,2025-01-02 06:00:00+00:00,B01,482.43
DK2,2025-01-02 07:00:00+00:00,B01,478.81
DK2,2025-01-02 08:00:00+00:00,B01,477.85
DK2,2025-01-02 09:00:00+00:00,B01,481.15
DK2,2025-01-02 10:00:00+00:00,B01,506.88
DK2,2025-01-02 11:00:00+00:00,B01,510.78
DK2,2025-01-02 12:00:00+00:00,B01,534.45
DK2,2025-01-02 13:00:00+00:00,B01,574.24
DK2,2025-01-02 14:00:00+00:00,B01,578.69
DK2,2025-01-02 15:00:00+00:00,B01,576.12
DK2,2025-01-02 16:00:00+00:00,B01,554.86
DK2,2025-01-02 17:00:00+00:00,B01,558.83
DK2,2025-01-02 18:00:00+00:00,B01,556.19
DK2,2025-01-02 19:00:00+00:00,B01,493.11
DK2,2025-01-02 20:00:00+00:00,B01,485.18
