zone,time_utc,psr_type,generation_MW
DK1,2020-01-01 00:00:00+00:00,B16,0.0
DK1,2020-01-01 01:00:00+00:00,B16,0.0
DK1,2020-01-01 02:00:00+00:00,B16,0.0
DK1,2020-01-01 03:00:00+00:00,B16,0.0
DK1,2020-01-01 04:00:00+00:00,B16,0.0
DK1,2020-01-01 05:00:00+00:00,B16,0.0
DK1,2020-01-01 06:00:00+00:00,B16,0.0
DK1,2020-01-01 07:00:00+00:00,B16,0.0
DK1,2020-01-01 08:00:00+00:00,B16,0.0
DK1,2020-01-01 09:00:00+00:00,B16,26.87
DK1,2020-01-01 10:00:00+00:00,B16,48.56
DK1,2020-01-01 11:00:00+00:00,B16,65.69
DK1,2020-01-01 12:00:00+00:00,B16,65.59
DK1,2020-01-01 13:00:00+00:00,B16,43.81
DK1,2020-01-01 14:00:00+00:00,B16,17.89
DK1,2020-01-01 15:00:00+00:00,B16,0.0
DK1,2020-01-01 16:00:00+00:00,B16,0.0
DK1,2020-01-01 17:00:00+00:00,B16,0.0
DK1,2020-01-01 18:00:00+00:00,B16,0.0
DK1,2020-01-01 19:00:00+00:00,B16,0.0
DK1,2020-01-01 20:00:00+00:00,B16,0.0
DK1,2020-01-01 21:00:00+00:00,B16,0.0
DK1,2020-01-01 22:00:00+00:00,B16,0.0
DK1,2020-01-01 23:00:00+00:00,B16,0.0
DK1,2020-01-02 00:00:00+00:00,B16,0.0
DK1,2020-01-02 01:00:00+00:00,B16,0.0
DK1,2020-01-02 02:00:00+00:00,B16,0.0
DK1,2020-01-02 03:00:00+00:00,B16,0.0
DK1,2020-01-02 04:00:00+00:00,B16,0.0
DK1,2020-01-02 05:00:00+00:00,B16,0.0
DK1,2020-01-02 06:00:00+00:00,B16,0.0
DK1,2020-01-02 07:00:00+00:00,B16,0.0
DK1,2020-01-02 08:00:00+00:00,B16,0.05
DK1,2020-01-02 09:00:00+00:00,B16,24.16
DK1,2020-01-02 10:00:00+00:00,B16,54.07
DK1,2020-01-02 11:00:00+00:00,B16,62.22
DK1,2020-01-02 12:00:00+00:00,B16,69.55
DK1,2020-01-02 13:00:00+00:00,B16,49.46
DK1,2020-01-02 14:00:00+00:00,B16,20.86
DK1,2020-01-02 15:00:00+00:00,B16,0.0
DK1,2020-01-02 16:00:00+00:00,B16,0.0
DK1,2020-01-02 17:00:00+00:00,B16,0.0
DK1,2020-01-02 18:00:00+00:00,B16,0.0
DK1,2020-01-02 19:00:00+00:00,B16,0.0
DK1,2020-01-02 20:00:00+00:00,B16,0.0
DK1,2020-01-02 21:00:00+00:00,B16,0.0
DK1,2020-01-02 22:00:00+00:00,B16,0.0
DK1,2020-01-02 23:00:00+00:00,B16,0.0
DK1,2020-01-03 00:00:00+00:00,B16,0.0
DK1,2020-01-03 01:00:00+00:00,B16,0.0
DK1,2020-01-03 02:00:00+00:00,B16,0.0
DK1,2020-01-03 03:00:00+00:00,B16,0.0
DK1,2020-01-03 04:00:00+00:00,B16,0.0
DK1,2020-01-03 05:00:00+00:00,B16,0.0
DK1,2020-01-03 06:00:00+00:00,B16,0.0
DK1,2020-01-03 07:00:00+00:00,B16,0.0
DK1,2020-01-03 08:00:00+00:00,B16,0.2
DK1,2020-01-03 09:00:00+00:00,B16,27.09
DK1,2020-01-03 10:00:00+00:00,B16,52.57
DK1,2020-01-03 11:00:00+00:00,B16,74.24
DK1,2020-01-03 12:00:00+00:00,B16,71.0
DK1,2020-01-03 13:00:00+00:00,B16,48.64
DK1,2020-01-03 14:00:00+00:00,B16,21.8
DK1,2020-01-03 15:00:00+00:00,B16,0.0
DK1,2020-01-03 16:00:00+00:00,B16,0.0
DK1,2020-01-03 17:00:00+00:00,B16,0.0
DK1,2020-01-03 18:00:00+00:00,B16,0.0
DK1,2020-01-03 19:00:00+00:00,B16,0.0
DK1,2020-01-03 20:00:00+00:00,B16,0.0
DK1,2020-01-03 21:00:00+00:00,B16,0.0
DK1,2020-01-03 22:00:00+00:00,B16,0.0
DK1,2020-01-03 23:00:00+00:00,B16,0.0
DK1,2020-01-04 00:00:00+00:00,B16,0.0
DK1,2020-01-04 01:00:00+00:00,B16,0.0
DK1,2020-01-04 02:00:00+00:00,B16,0.0
DK1,2020-01-04 03:00:00+00:00,B16,0.0
DK1,2020-01-04 04:00:00+00:00,B16,0.0
DK1,2020-01-04 05:00:00+00:00,B16,0.0
DK1,2020-01-04 06:00:00+00:00,B16,0.0
DK1,2020-01-04 07:00:00+00:00,B16,0.0
DK1,2020-01-04 08:00:00+00:00,B16,0.29
DK1,2020-01-04 09:00:00+00:00,B16,22.84
DK1,2020-01-04 10:00:00+00:00,B16,46.01
DK1,2020-01-04 11:00:00+00:00,B16,59.91
DK1,2020-01-04 12:00:00+00:00,B16,52.45
DK1,2020-01-04 13:00:00+00:00,B16,38.53
DK1,2020-01-04 14:00:00+00:00,B16,16.08
DK1,2020-01-04 15:00:00+00:00,B16,0.0
DK1,2020-01-04 16:00:00+00:00,B16,0.0
DK1,2020-01-04 17:00:00+00:00,B16,0.0
DK1,2020-01-04 18:00:00+00:00,B16,0.0
DK1,2020-01-04 19:00:00+00:00,B16,0.0
DK1,2020-01-04 20:00:00+00:00,B16,0.0
DK1,2020-01-04 21:00:00+00:00,B16,0.0
DK1,2020-01-04 22:00:00+00:00,B16,0.0
DK1,2020-01-04 23:00:00+00:00,B16,0.0
DK1,2020-01-05 00:00:00+00:00,B16,0.0
DK1,2020-01-05 01:00:00+00:00,B16,0.0
DK1,2020-01-05 02:00:00+00:00,B16,0.0
DK1,2020-01-05 03:00:00+00:00,B16,0.0
DK1,2020-01-05 04:00:00+00:00,B16,0.0
DK1,2020-01-05 05:00:00+00:00,B16,0.0
DK1,2020-01-05 06:00:00+00:00,B16,0.0
DK1,2020-01-05 07:00:00+00:00,B16,0.0
DK1,2020-01-05 08:00:00+00:00,B16,0.74
DK1,2020-01-05 09:00:00+00:00,B16,34.78
DK1,2020-01-05 10:00:00+00:00,B16,77.56
DK1,2020-01-05 11:00:00+00:00,B16,95.13
DK1,2020-01-05 12:00:00+00:00,B16,75.33
DK1,2020-01-05 13:00:00+00:00,B16,62.05
DK1,2020-01-05 14:00:00+00:00,B16,24.29
DK1,2020-01-05 15:00:00+00:00,B16,0.0
DK1,2020-01-05 16:00:00+00:00,B16,0.0
DK1,2020-01-05 17:00:00+00:00,B16,0.0
DK1,2020-01-05 18:00:00+00:00,B16,0.0
DK1,2020-01-05 19:00:00+00:00,B16,0.0
DK1,2020-01-05 20:00:00+00:00,B16,0.0
DK1,2020-01-05 21:00:00+00:00,B16,0.0
DK1,2020-01-05 22:00:00+00:00,B16,0.0
DK1,2020-01-05 23:00:00+00:00,B16,0.0
DK1,2020-01-06 00:00:00+00:00,B16,0.0
DK1,2020-01-06 01:00:00+00:00,B16,0.0
DK1,2020-01-06 02:00:00+00:00,B16,0.0
DK1,2020-01-06 03:00:00+00:00,B16,0.0
DK1,2020-01-06 04:00:00+00:00,B16,0.0
DK1,2020-01-06 05:00:00+00:00,B16,0.0
DK1,2020-01-06 06:00:00+00:00,B16,0.0
DK1,2020-01-06 07:00:00+00:00,B16,0.0
DK1,2020-01-06 08:00:00+00:00,B16,0.91
DK1,2020-01-06 09:00:00+00:00,B16,31.38
DK1,2020-01-06 10:00:00+00:00,B16,65.06
DK1,2020-01-06 11:00:00+00:00,B16,77.3
DK1,2020-01-06 12:00:00+00:00,B16,79.81
DK1,2020-01-06 13:00:00+00:00,B16,63.48
DK1,2020-01-06 14:00:00+00:00,B16,22.92
DK1,2020-01-06 15:00:00+00:00,B16,0.0
DK1,2020-01-06 16:00:00+00:00,B16,0.0
DK1,2020-01-06 17:00:00+00:00,B16,0.0
DK1,2020-01-06 18:00:00+00:00,B16,0.0
DK1,2020-01-06 19:00:00+00:00,B16,0.0
DK1,2020-01-06 20:00:00+00:00,B16,0.0
DK1,2020-01-06 21:00:00+00:00,B16,0.0
DK1,2020-01-06 22:00:00+00:00,B16,0.0
DK1,2020-01-06 23:00:00+00:00,B16,0.0
DK1,2020-01-07 00:00:00+00:00,B16,0.0
DK1,2020-01-07 01:00:00+00:00,B16,0.0
DK1,2020-01-07 02:00:00+00:00,B16,0.0
DK1,2020-01-07 03:00:00+00:00,B16,0.0
DK1,2020-01-07 04:00:00+00:00,B16,0.0
DK1,2020-01-07 05:00:00+00:00,B16,0.0
DK1,2020-01-07 06:00:00+00:00,B16,0.0
DK1,2020-01-07 07:00:00+00:00,B16,0.0
DK1,2020-01-07 08:00:00+00:00,B16,1.06
DK1,2020-01-07 09:00:00+00:00,B16,29.36
DK1,2020-01-07 10:00:00+00:00,B16,43.99
DK1,2020-01-07 11:00:00+00:00,B16,65.69
DK1,2020-01-07 12:00:00+00:00,B16,71.8
DK1,2020-01-07 13:00:00+00:00,B16,54.85
DK1,2020-01-07 14:00:00+00:00,B16,15.86
DK1,2020-01-07 15:00:00+00:00,B16,0.0
DK1,2020-01-07 16:00:00+00:00,B16,0.0
DK1,2020-01-07 17:00:00+00:00,B16,0.0
DK1,2020-01-07 18:00:00+00:00,B16,0.0
DK1,2020-01-07 19:00:00+00:00,B16,0.0
DK1,2020-01-07 20:00:00+00:00,B16,0.0
DK1,2020-01-07 21:00:00+00:00,B16,0.0
DK1,2020-01-07 22:00:00+00:00,B16,0.0
DK1,2020-01-07 23:00:00+00:00,B16,0.0
DK1,2020-01-08 00:00:00+00:00,B16,0.0
DK1,2020-01-08 01:00:00+00:00,B16,0.0
DK1,2020-01-08 02:00:00+00:00,B16,0.0
DK1,2020-01-08 03:00:00+00:00,B16,0.0
DK1,2020-01-08 04:00:00+00:00,B16,0.0
DK1,2020-01-08 05:00:00+00:00,B16,0.0
DK1,2020-01-08 06:00:00+00:00,B16,0.0
DK1,2020-01-08 07:00:00+00:00,B16,0.0
DK1,2020-01-08 08:00:00+00:00,B16,1.01
DK1,2020-01-08 09:00:00+00:00,B16,21.94
DK1,2020-01-08 10:00:00+00:00,B16,42.47
DK1,2020-01-08 11:00:00+00:00,B16,47.67
DK1,2020-01-08 12:00:00+00:00,B16,52.86
DK1,2020-01-08 13:00:00+00:00,B16,33.98
DK1,2020-01-08 14:00:00+00:00,B16,15.46
DK1,2020-01-08 15:00:00+00:00,B16,0.0
DK1,2020-01-08 16:00:00+00:00,B16,0.0
DK1,2020-01-08 17:00:00+00:00,B16,0.0
DK1,2020-01-08 18:00:00+00:00,B16,0.0
DK1,2020-01-08 19:00:00+00:00,B16,0.0
DK1,2020-01-08 20:00:00+00:00,B16,0.0
DK1,2020-01-08 21:00:00+00:00,B16,0.0
