,0
solar,3780.908432182069
onshore_wind,5505.209923250245
offshore_wind,777.5466560420771
ocgt,3022.3275119245523
battery_power,440.3074698083042
battery_energy,1761.2298792332167
annual_battery_charge,192108.17705840693
annual_battery_discharge,173377.62979521224
equivalent_full_cycles,98.44122669023497
annual_curtailment,2451067.099107619
max_curtailment,3186.442303961313
