baseline_emissions_tCO2,co2_limit_tCO2,constrained_emissions_tCO2,raw_shadow_price_EUR_per_tCO2,additional_CO2_price_EUR_per_tCO2,existing_assumed_CO2_price_EUR_per_tCO2,total_effective_CO2_price_EUR_per_tCO2
177417261.9351046,141933809.5480837,141933809.54809645,-31.62846862658964,31.62846862658964,80.0,111.62846862658964
